area,is_house,has_pool,age,lat,lon,rooms,area_per_room,has_pool_and_house,age_new,age_mid,age_old
103.99628252788105,0,0,11.0,40.67542336347836,-74.0129993123894,3,34.665427509293686,0,0,1,0
