	L5				
t	x	y	r	θ	
6.167	43.30	0.719	43.31	0.951
6.200	43.29	0.628	43.30	0.831
6.233	43.30	0.496	43.31	0.656
6.267	43.29	0.387	43.30	0.513
6.300	43.30	0.225	43.30	0.298
6.333	43.31	8.064E-3	43.31	1.067E-2
6.367	43.31	-0.197	43.31	-0.260
6.400	43.30	-0.414	43.30	-0.547
6.433	43.32	-0.665	43.32	-0.879
6.467	43.32	-0.886	43.32	-1.172
6.500	43.28	-1.091	43.30	-1.444
6.533	43.30	-1.322	43.32	-1.748
6.567	43.30	-1.520	43.32	-2.011
6.600	43.29	-1.671	43.32	-2.211
6.633	43.30	-1.808	43.33	-2.391
6.667	43.29	-1.915	43.33	-2.533
6.700	43.28	-1.952	43.33	-2.582
6.733	43.30	-1.974	43.34	-2.611
6.767	43.29	-1.956	43.33	-2.587
6.800	43.27	-1.890	43.31	-2.501
6.833	43.27	-1.806	43.31	-2.390
6.867	43.27	-1.716	43.31	-2.271
6.900	43.26	-1.576	43.29	-2.087
6.933	43.25	-1.395	43.27	-1.848
6.967	43.24	-1.202	43.26	-1.593
7.000	43.23	-0.983	43.24	-1.303
7.033	43.22	-0.767	43.23	-1.016
7.067	43.22	-0.571	43.23	-0.757
7.100	43.20	-0.372	43.20	-0.494
7.133	43.19	-0.190	43.19	-0.252
7.167	43.18	-3.314E-2	43.18	-4.397E-2
7.200	43.17	0.104	43.17	0.138
7.233	43.14	0.225	43.15	0.298
7.267	43.15	0.310	43.15	0.412
7.300	43.14	0.359	43.14	0.476
7.333	43.13	0.380	43.14	0.505
7.367	43.12	0.339	43.12	0.450
7.400	43.11	0.271	43.11	0.360
7.433	43.11	0.175	43.11	0.232
7.467	43.11	4.004E-2	43.11	5.322E-2
7.500	43.11	-0.117	43.11	-0.156
7.533	43.11	-0.300	43.11	-0.399
7.567	43.11	-0.504	43.11	-0.670
7.600	43.11	-0.732	43.11	-0.972
7.633	43.11	-0.943	43.12	-1.253
7.667	43.11	-1.162	43.13	-1.544
7.700	43.11	-1.370	43.13	-1.820
7.733	43.11	-1.563	43.14	-2.077
7.767	43.11	-1.744	43.14	-2.317
7.800	43.11	-1.911	43.15	-2.538
7.833	43.11	-2.045	43.16	-2.716
7.867	43.11	-2.143	43.16	-2.845
7.900	43.11	-2.215	43.16	-2.941
7.933	43.11	-2.233	43.17	-2.965
7.967	43.11	-2.223	43.17	-2.951
8.000	43.11	-2.172	43.16	-2.885
8.033	43.10	-2.084	43.15	-2.768
8.067	43.10	-1.963	43.15	-2.608
8.100	43.10	-1.828	43.14	-2.428
8.133	43.10	-1.649	43.13	-2.192
8.167	43.10	-1.462	43.12	-1.943
8.200	43.09	-1.265	43.11	-1.681
8.233	43.10	-1.074	43.11	-1.428
8.267	43.08	-0.871	43.09	-1.158
8.300	43.08	-0.672	43.08	-0.893
8.333	43.07	-0.483	43.07	-0.643
8.367	43.05	-0.317	43.05	-0.422
8.400	43.05	-0.179	43.05	-0.239
8.433	43.04	-6.389E-2	43.04	-8.505E-2
8.467	43.04	1.715E-2	43.04	2.283E-2
8.500	43.04	7.249E-2	43.04	9.650E-2
8.533	43.04	7.792E-2	43.04	0.104
8.567	43.04	4.733E-2	43.04	6.301E-2
8.600	43.04	-1.179E-2	43.04	-1.569E-2
8.633	43.04	-0.109	43.04	-0.145
8.667	43.05	-0.224	43.05	-0.299
8.700	43.06	-0.388	43.06	-0.517
8.733	43.07	-0.561	43.07	-0.746
8.767	43.06	-0.752	43.07	-1.001
8.800	43.06	-0.955	43.07	-1.271
8.833	43.06	-1.156	43.08	-1.538
8.867	43.06	-1.359	43.08	-1.808
8.900	43.07	-1.567	43.10	-2.083
8.933	43.06	-1.769	43.10	-2.352
8.967	43.08	-1.944	43.12	-2.583
9.000	43.07	-2.095	43.12	-2.785
9.033	43.07	-2.211	43.13	-2.939
9.067	43.07	-2.300	43.14	-3.057
9.100	43.08	-2.349	43.15	-3.121
9.133	43.11	-2.371	43.17	-3.148
9.167	43.10	-2.355	43.17	-3.127
9.200	43.11	-2.307	43.17	-3.063
9.233	43.11	-2.234	43.17	-2.966
9.267	43.13	-2.130	43.18	-2.828
9.300	43.12	-1.985	43.17	-2.636
9.333	43.12	-1.810	43.16	-2.403
9.367	43.13	-1.610	43.16	-2.137
9.400	43.12	-1.416	43.15	-1.881
9.433	43.11	-1.219	43.13	-1.619
9.467	43.12	-1.023	43.13	-1.360
9.500	43.12	-0.836	43.13	-1.111
9.533	43.11	-0.650	43.12	-0.863
9.567	43.13	-0.483	43.13	-0.642
9.600	43.13	-0.350	43.13	-0.464
9.633	43.13	-0.230	43.13	-0.305
9.667	43.12	-0.153	43.12	-0.203
9.700	43.10	-0.109	43.10	-0.145
9.733	43.12	-9.345E-2	43.12	-0.124
9.767	43.12	-0.109	43.12	-0.145
9.800	43.12	-0.155	43.12	-0.205
9.833	43.12	-0.233	43.12	-0.310
9.867	43.13	-0.356	43.13	-0.473
9.900	43.14	-0.486	43.15	-0.645
9.933	43.14	-0.646	43.15	-0.858
9.967	43.16	-0.825	43.17	-1.095
10.000	43.16	-1.042	43.18	-1.383
10.033	43.19	-1.229	43.20	-1.630
10.067	43.21	-1.437	43.23	-1.904
10.100	43.21	-1.612	43.24	-2.136
10.133	43.22	-1.798	43.25	-2.382
10.167	43.24	-1.964	43.28	-2.601
10.200	43.25	-2.126	43.30	-2.814
10.233	43.26	-2.238	43.32	-2.962
10.267	43.26	-2.327	43.32	-3.080
10.300	43.26	-2.387	43.32	-3.158
10.333	43.27	-2.395	43.34	-3.169
10.367	43.29	-2.441	43.36	-3.228
10.400	43.31	-2.403	43.37	-3.176
10.433	43.31	-2.357	43.37	-3.115
10.467	43.32	-2.273	43.38	-3.003
10.500	43.32	-2.107	43.37	-2.785
10.533	43.33	-1.988	43.38	-2.626
10.567	43.35	-1.818	43.38	-2.401
10.600	43.35	-1.662	43.38	-2.195
10.633	43.35	-1.482	43.37	-1.958
10.667	43.36	-1.302	43.38	-1.720
10.700	43.37	-1.163	43.38	-1.536

