	L4				
t	x	y	r	θ	
3.967	39.09	0.815	39.10	1.2
4.000	39.10	0.711	39.11	1.0
4.033	39.07	0.548	39.08	0.8
4.067	39.05	0.320	39.06	0.5
4.100	39.06	4.415E-2	39.06	0.1
4.133	39.04	-0.255	39.04	-0.4
4.167	39.02	-0.594	39.03	-0.9
4.200	39.03	-0.962	39.04	-1.4
4.233	39.03	-1.335	39.05	-2.0
4.267	39.02	-1.706	39.06	-2.5
4.300	39.02	-2.069	39.08	-3.0
4.333	39.03	-2.386	39.10	-3.5
4.367	39.03	-2.653	39.12	-3.9
4.400	39.03	-2.880	39.14	-4.2
4.433	39.04	-3.054	39.16	-4.5
4.467	39.05	-3.156	39.18	-4.6
4.500	39.07	-3.182	39.20	-4.7
4.533	39.10	-3.142	39.22	-4.6
4.567	39.12	-3.029	39.24	-4.4
4.600	39.16	-2.863	39.26	-4.2
4.633	39.18	-2.639	39.26	-3.9
4.667	39.20	-2.352	39.27	-3.4
4.700	39.22	-2.026	39.28	-3.0
4.733	39.24	-1.674	39.28	-2.4
4.767	39.26	-1.295	39.28	-1.9
4.800	39.26	-0.917	39.27	-1.3
4.833	39.25	-0.544	39.25	-0.8
4.867	39.22	-0.177	39.22	-0.3
4.900	39.22	0.146	39.22	0.2
4.933	39.21	0.397	39.21	0.6
4.967	39.18	0.598	39.19	0.9
5.000	39.16	0.720	39.16	1.1
5.033	39.13	0.782	39.14	1.1
5.067	39.12	0.796	39.13	1.2
5.100	39.12	0.749	39.12	1.1
5.133	39.09	0.644	39.10	0.9
5.167	39.09	0.475	39.09	0.7
5.200	39.08	0.248	39.08	0.4
5.233	39.07	-2.775E-2	39.07	-0.0
5.267	39.08	-0.345	39.08	-0.5
5.300	39.08	-0.687	39.08	-1.0
5.333	39.07	-1.051	39.09	-1.5
5.367	39.08	-1.411	39.10	-2.1
5.400	39.07	-1.769	39.11	-2.6
5.433	39.08	-1.770	39.12	-2.6
5.467	39.08	-2.378	39.16	-3.5
5.500	39.10	-2.631	39.18	-3.8
5.533	39.10	-2.823	39.21	-4.1
5.567	39.11	-2.944	39.22	-4.3
5.600	39.12	-2.999	39.24	-4.4
5.633	39.15	-3.007	39.26	-4.4
5.667	39.17	-2.964	39.28	-4.3
5.700	39.20	-2.844	39.30	-4.1
5.733	39.22	-2.653	39.31	-3.9
5.767	39.25	-2.399	39.32	-3.5
5.800	39.27	-2.095	39.32	-3.1
5.833	39.29	-1.772	39.33	-2.6
5.867	39.30	-1.385	39.32	-2.0
5.900	39.30	-1.033	39.31	-1.5
5.933	39.29	-0.685	39.30	-1.0
5.967	39.28	-0.341	39.28	-0.5
6.000	39.26	-3.047E-2	39.26	-0.0
6.033	39.24	0.239	39.24	0.3
6.067	39.21	0.448	39.21	0.7
6.100	39.18	0.609	39.19	0.9
6.133	39.16	0.700	39.16	1.0
6.167	39.13	0.748	39.14	1.1
6.200	39.12	0.724	39.13	1.1
6.233	39.11	0.631	39.11	0.9
6.267	39.10	0.477	39.10	0.7
6.300	39.08	0.265	39.08	0.4
6.333	39.07	1.475E-2	39.07	0.0
6.367	39.06	-0.288	39.06	-0.4
6.400	39.05	-0.616	39.06	-0.9
6.433	39.05	-0.960	39.06	-1.4
6.467	39.05	-1.304	39.07	-1.9
6.500	39.05	-1.642	39.08	-2.4
6.533	39.05	-1.964	39.10	-2.9
6.567	39.05	-2.247	39.11	-3.3
6.600	39.05	-2.491	39.13	-3.7
6.633	39.04	-2.694	39.14	-3.9
6.667	39.06	-2.834	39.16	-4.2
6.700	39.07	-2.930	39.18	-4.3
6.733	39.07	-2.956	39.19	-4.3
6.767	39.09	-2.921	39.20	-4.3
6.800	39.12	-2.814	39.22	-4.1
6.833	39.14	-2.639	39.23	-3.9
6.867	39.16	-2.417	39.24	-3.5
6.900	39.17	-2.156	39.23	-3.2
6.933	39.19	-1.853	39.23	-2.7
6.967	39.20	-1.525	39.23	-2.2
7.000	39.20	-1.186	39.22	-1.7
7.033	39.20	-0.855	39.21	-1.2
7.067	39.18	-0.521	39.18	-0.8
7.100	39.17	-0.204	39.17	-0.3
7.133	39.15	7.740E-2	39.15	0.1
7.167	39.12	0.321	39.12	0.5
7.200	39.10	0.510	39.10	0.7
7.233	39.07	0.647	39.07	0.9
7.267	39.03	0.727	39.04	1.1
7.300	39.02	0.737	39.03	1.1
7.333	38.99	0.681	38.99	1.0
7.367	38.98	0.570	38.99	0.8
7.400	38.96	0.392	38.97	0.6
7.433	38.96	0.174	38.96	0.3
7.467	38.95	-8.608E-2	38.95	-0.1
7.500	38.95	-0.376	38.95	-0.6
7.533	38.95	-0.683	38.95	-1.0
7.567	38.93	-0.997	38.94	-1.5
7.600	38.94	-1.310	38.96	-1.9
7.633	38.94	-1.609	38.97	-2.4
7.667	38.95	-1.894	38.99	-2.8
7.700	38.94	-2.150	39.00	-3.2
7.733	38.94	-2.354	39.01	-3.5
7.767	38.96	-2.513	39.04	-3.7
7.800	38.96	-2.608	39.05	-3.8
7.833	38.97	-2.652	39.06	-3.9
7.867	38.99	-2.636	39.07	-3.9
7.900	39.01	-2.564	39.09	-3.8
7.933	39.03	-2.413	39.10	-3.5
7.967	39.06	-2.215	39.12	-3.2
8.000	39.07	-1.977	39.12	-2.9
8.033	39.10	-1.703	39.14	-2.5
8.067	39.11	-1.416	39.13	-2.1
8.100	39.10	-1.104	39.12	-1.6
8.133	39.09	-0.776	39.10	-1.1
8.167	39.08	-0.451	39.08	-0.7

