	masa A				
t	x	y	r	θ	
12,333	34,45	18,42	39,06	28,13
12,367	35,01	17,34	39,07	26,34
12,400	35,87	15,64	39,13	23,55
12,433	36,78	14,14	39,40	21,02
12,467	37,72	11,43	39,42	16,85
12,500	38,53	8,283	39,41	12,13
12,533	39,08	4,830	39,38	7,045
12,567	39,34	1,100	39,36	1,602
12,600	39,25	-2,706	39,35	-3,943
12,633	38,82	-6,465	39,36	-9,455
12,667	38,09	-9,977	39,38	-14,68
12,700	37,17	-13,11	39,41	-19,42
12,733	36,17	-15,72	39,44	-23,49
12,767	35,24	-17,86	39,51	-26,88
12,800	34,43	-19,33	39,48	-29,32
12,833	33,86	-20,02	39,34	-30,59
12,867	33,65	-20,36	39,33	-31,18
12,900	33,79	-20,10	39,31	-30,74
12,933	34,27	-19,20	39,29	-29,26
12,967	35,22	-17,49	39,33	-26,41
13,000	36,16	-15,44	39,32	-23,13
13,033	37,17	-12,91	39,35	-19,15
13,067	38,10	-9,885	39,36	-14,54
13,100	38,83	-6,456	39,36	-9,439
13,133	39,30	-2,801	39,40	-4,077
13,167	39,43	0,909	39,44	1,321
13,200	39,23	4,601	39,50	6,689
13,233	38,73	8,122	39,57	11,85
13,267	37,99	11,31	39,64	16,57
13,300	37,08	14,18	39,70	20,92
13,333	36,14	16,50	39,72	24,54
13,367	35,38	18,23	39,80	27,27
13,400	34,79	19,41	39,83	29,16
13,433	34,35	19,29	39,40	29,32
13,467	34,39	19,24	39,41	29,22
13,500	34,64	18,32	39,19	27,87
13,533	35,27	17,00	39,16	25,73
13,567	36,09	15,10	39,12	22,71
13,600	37,07	13,36	39,41	19,82
13,633	37,95	10,45	39,36	15,40
13,667	38,62	7,211	39,29	10,58
13,700	39,07	3,568	39,23	5,217
13,733	39,18	-0,126	39,18	-0,185
13,767	38,97	-3,834	39,16	-5,618
13,800	38,44	-7,450	39,16	-10,97
13,833	37,67	-10,78	39,18	-15,97
13,867	36,73	-13,63	39,18	-20,36
13,900	35,76	-16,02	39,18	-24,13
13,933	34,91	-17,91	39,23	-27,16
13,967	34,25	-18,76	39,05	-28,71
14,000	33,85	-19,46	39,05	-29,89
14,033	33,77	-19,59	39,04	-30,11
14,067	34,06	-19,05	39,02	-29,23
14,100	34,62	-17,94	38,99	-27,39
14,133	35,43	-16,28	38,99	-24,68
14,167	36,39	-14,28	39,09	-21,42
14,200	37,32	-11,58	39,08	-17,23
14,233	38,14	-8,472	39,07	-12,52
14,267	38,76	-5,070	39,09	-7,453
14,300	39,02	-1,823	39,06	-2,675
14,333	39,03	1,877	39,08	2,754
14,367	38,73	5,476	39,11	8,048
14,400	38,15	8,773	39,15	12,95
14,433	37,39	11,74	39,19	17,44
14,467	36,54	14,16	39,19	21,18
14,500	35,75	15,98	39,16	24,09
14,533	35,06	17,44	39,16	26,44
14,567	34,54	18,22	39,05	27,82
14,600	34,54	18,61	39,24	28,32
14,633	34,93	17,93	39,27	27,17
14,667	35,42	17,04	39,31	25,69
14,700	35,71	15,99	39,12	24,12
14,733	36,54	13,92	39,10	20,85
14,767	37,38	11,31	39,06	16,84
14,800	38,13	8,364	39,04	12,37
14,833	38,67	5,021	39,00	7,398
14,867	38,94	1,500	38,97	2,206
14,900	38,90	-2,104	38,96	-3,096
14,933	38,54	-5,658	38,95	-8,353
14,967	37,91	-9,002	38,97	-13,36
15,000	37,08	-12,01	38,98	-17,94
15,033	36,17	-14,59	39,00	-21,97
15,067	35,29	-16,65	39,02	-25,26
15,100	34,55	-18,19	39,04	-27,77
15,133	34,06	-19,05	39,02	-29,22
15,167	33,80	-19,46	39,00	-29,93
15,200	33,90	-19,30	39,01	-29,65
15,233	34,30	-18,55	39,00	-28,40
15,267	34,83	-17,10	38,81	-26,15
15,300	35,66	-15,22	38,77	-23,11
15,333	36,57	-12,85	38,76	-19,36
15,367	37,43	-10,03	38,75	-15,00
15,400	38,15	-6,854	38,76	-10,18
15,433	38,63	-3,417	38,78	-5,056
15,467	38,82	0,119	38,82	0,175
15,500	38,78	3,382	38,92	4,985
15,533	38,38	6,810	38,98	10,06
15,567	37,76	9,898	39,04	14,69
15,600	36,99	12,64	39,09	18,87
15,633	36,21	14,88	39,15	22,34
15,667	35,50	16,61	39,19	25,08
15,700	34,97	17,76	39,22	26,92
15,733	35,03	17,93	39,35	27,11
15,767	35,06	17,93	39,38	27,08
15,800	35,13	17,54	39,26	26,54
15,833	35,68	16,32	39,24	24,57
15,867	36,41	14,56	39,21	21,80
15,900	37,22	12,26	39,18	18,23
15,933	37,85	9,660	39,06	14,32
15,967	38,48	6,567	39,03	9,686
16,000	38,87	3,185	39,00	4,684
16,033	38,98	-0,336	38,98	-0,495
16,067	38,79	-3,835	38,98	-5,646
16,100	38,31	-7,206	38,98	-10,65
16,133	37,60	-10,32	38,99	-15,35
16,167	36,75	-13,08	39,01	-19,59
16,200	35,88	-15,36	39,03	-23,18
16,233	35,10	-17,12	39,05	-26,00
16,267	34,49	-18,39	39,08	-28,07
16,300	34,35	-18,95	39,23	-28,89
16,333	34,25	-19,07	39,20	-29,10
16,367	34,50	-18,64	39,21	-28,38
16,400	34,74	-17,59	38,94	-26,85
16,433	35,44	-16,02	38,90	-24,32
16,467	36,28	-13,91	38,85	-20,98
16,500	37,16	-11,36	38,85	-17,00
16,533	37,92	-8,410	38,84	-12,51
16,567	38,50	-5,161	38,84	-7,636
16,600	38,88	-2,049	38,94	-3,017
16,633	38,94	1,421	38,97	2,090
16,667	38,70	4,939	39,01	7,273
16,700	38,23	8,057	39,07	11,90
16,733	37,57	10,95	39,14	16,25
16,767	36,83	13,35	39,18	19,93
16,800	36,11	15,33	39,22	23,00
16,833	35,50	16,82	39,29	25,35
16,867	35,13	17,54	39,26	26,54
16,900	34,99	17,82	39,27	27,00
16,933	35,13	17,55	39,27	26,54
16,967	35,54	16,70	39,27	25,17
17,000	36,17	15,19	39,23	22,78
17,033	36,91	13,11	39,17	19,56
17,067	37,67	10,65	39,14	15,79
17,100	38,33	7,775	39,11	11,47
17,133	38,82	4,593	39,09	6,748
17,167	39,04	1,198	39,06	1,757
17,200	38,99	-2,265	39,06	-3,324
17,233	38,66	-5,598	39,06	-8,240
17,267	38,08	-8,762	39,07	-12,96
17,300	37,32	-11,63	39,09	-17,31
17,333	36,49	-14,09	39,11	-21,12
17,367	35,68	-16,06	39,13	-24,23
17,400	35,01	-17,48	39,13	-26,54
17,433	34,53	-18,41	39,13	-28,07
17,467	34,35	-18,46	39,00	-28,26
17,500	34,43	-18,32	39,00	-28,02
17,533	34,78	-17,54	38,95	-26,76
17,567	35,37	-16,25	38,93	-24,68
17,600	36,12	-14,48	38,91	-21,84
17,633	36,94	-12,22	38,91	-18,31
17,667	37,74	-9,526	38,93	-14,16
17,700	38,41	-6,525	38,96	-9,641
17,733	38,88	-3,259	39,02	-4,791
17,767	39,06	0,101	39,06	0,149
17,800	38,96	3,469	39,11	5,089
17,833	38,64	6,660	39,21	9,780
17,867	38,10	9,614	39,30	14,16
17,900	37,42	12,19	39,36	18,04
17,933	36,76	14,27	39,44	21,21
17,967	36,15	15,89	39,49	23,73
18,000	35,70	16,99	39,54	25,45
18,033	35,47	17,53	39,56	26,30
18,067	35,49	17,52	39,58	26,27
18,100	35,75	16,92	39,56	25,33
18,133	36,24	15,78	39,53	23,53
18,167	36,90	14,10	39,51	20,91
18,200	37,58	12,01	39,45	17,72
