	masa A				
t	x	y	r	θ	
1,633	38,02	9,781	39,25	14,43
1,667	38,39	8,079	39,23	11,88
1,700	38,75	6,090	39,23	8,931
1,733	39,03	3,844	39,22	5,625
1,767	39,20	1,531	39,23	2,236
1,800	39,24	-0,846	39,25	-1,235
1,833	39,15	-3,166	39,28	-4,624
1,867	38,96	-5,353	39,32	-7,825
1,900	38,67	-7,351	39,37	-10,76
1,933	38,37	-9,053	39,42	-13,27
1,967	38,08	-10,40	39,47	-15,27
2,000	37,86	-11,43	39,55	-16,80
2,033	37,72	-11,62	39,47	-17,12
2,067	37,68	-11,79	39,48	-17,37
2,100	37,83	-11,55	39,56	-16,97
2,133	38,04	-10,86	39,56	-15,94
2,167	38,34	-9,783	39,57	-14,31
2,200	38,70	-8,411	39,60	-12,26
2,233	39,06	-6,653	39,62	-9,667
2,267	39,36	-4,623	39,63	-6,698
2,300	39,57	-2,370	39,64	-3,427
2,333	39,65	-7,312E-2	39,65	-0,106
2,367	39,61	2,295	39,67	3,316
2,400	39,41	4,622	39,68	6,689
2,433	39,09	6,797	39,68	9,862
2,467	38,71	8,787	39,69	12,79
2,500	38,28	10,44	39,68	15,26
2,533	37,87	11,78	39,66	17,28
2,567	37,52	12,77	39,63	18,80
2,600	37,34	13,09	39,56	19,32
2,633	37,24	13,28	39,54	19,63
2,667	37,27	13,09	39,50	19,35
2,700	37,43	12,47	39,45	18,42
2,733	37,53	11,43	39,23	16,95
2,767	37,88	10,09	39,20	14,91
2,800	38,26	8,458	39,18	12,47
2,833	38,61	6,540	39,16	9,613
2,867	38,90	4,382	39,15	6,427
2,900	39,08	2,200	39,14	3,221
2,933	39,16	-0,121	39,16	-0,177
2,967	39,12	-2,391	39,19	-3,498
3,000	38,96	-4,543	39,22	-6,652
3,033	38,71	-6,486	39,25	-9,512
3,067	38,43	-8,207	39,30	-12,05
3,100	38,15	-9,594	39,34	-14,12
3,133	37,93	-10,67	39,40	-15,72
3,167	37,82	-10,94	39,37	-16,13
3,200	37,76	-11,21	39,38	-16,53
3,233	37,86	-11,05	39,44	-16,27
3,267	38,06	-10,49	39,48	-15,40
3,300	38,34	-9,490	39,50	-13,90
3,333	38,65	-8,115	39,49	-11,86
3,367	38,98	-6,446	39,51	-9,389
3,400	39,27	-4,465	39,52	-6,488
3,433	39,47	-2,317	39,54	-3,359
3,467	39,55	-7,679E-2	39,55	-0,111
3,500	39,51	2,244	39,58	3,250
3,533	39,36	4,467	39,61	6,476
3,567	39,06	6,612	39,61	9,608
3,600	38,68	8,536	39,62	12,44
3,633	38,29	10,23	39,63	14,96
3,667	37,88	11,60	39,62	17,03
3,700	37,56	12,58	39,61	18,51
3,733	37,31	13,22	39,59	19,51
3,767	37,14	12,99	39,35	19,28
3,800	37,15	12,84	39,31	19,06
3,833	37,14	12,31	39,13	18,34
3,867	37,41	11,41	39,11	16,96
3,900	37,74	10,11	39,07	15,00
3,933	38,12	8,526	39,06	12,61
3,967	38,47	6,664	39,04	9,829
4,000	38,76	4,616	39,03	6,791
4,033	38,97	2,434	39,04	3,574
4,067	39,07	0,192	39,07	0,281
4,100	39,05	-2,022	39,11	-2,963
4,133	38,92	-4,127	39,14	-6,052
4,167	38,72	-6,050	39,19	-8,881
4,200	38,47	-7,722	39,23	-11,35
4,233	38,20	-9,096	39,27	-13,39
4,267	37,99	-10,16	39,32	-14,97
4,300	38,21	-10,55	39,64	-15,44
4,333	38,16	-10,87	39,67	-15,90
4,367	38,22	-10,77	39,70	-15,73
4,400	38,38	-10,26	39,73	-14,96
4,433	38,64	-9,364	39,75	-13,62
4,467	38,94	-8,120	39,78	-11,78
4,500	39,26	-6,538	39,80	-9,456
4,533	39,54	-4,759	39,83	-6,863
4,567	39,70	-2,517	39,78	-3,628
4,600	39,80	-0,316	39,80	-0,455
4,633	39,78	1,887	39,83	2,716
4,667	39,63	4,113	39,84	5,924
4,700	39,38	6,206	39,86	8,957
4,733	39,03	8,104	39,86	11,73
4,767	38,66	9,747	39,87	14,15
4,800	38,27	11,12	39,85	16,21
4,833	37,96	12,07	39,83	17,65
4,867	37,70	12,74	39,80	18,67
4,900	37,56	13,05	39,76	19,15
4,933	37,55	12,97	39,73	19,05
4,967	37,66	12,53	39,69	18,41
5,000	37,87	11,76	39,66	17,25
5,033	38,17	10,64	39,63	15,57
5,067	38,52	9,186	39,60	13,41
5,100	38,87	7,453	39,57	10,86
5,133	39,15	5,553	39,54	8,073
5,167	39,38	3,444	39,53	4,998
5,200	39,49	1,288	39,52	1,868
5,233	39,50	-0,887	39,51	-1,287
5,267	39,40	-2,974	39,51	-4,317
5,300	39,23	-4,960	39,54	-7,206
5,333	39,00	-6,654	39,56	-9,682
5,367	38,76	-8,152	39,61	-11,88
5,400	38,54	-9,255	39,64	-13,50
5,433	38,54	-9,255	39,64	-13,50
5,467	38,50	-10,65	39,95	-15,46
5,500	38,53	-10,60	39,97	-15,39
5,533	38,67	-10,15	39,98	-14,70
5,567	38,90	-9,370	40,01	-13,54
5,600	38,50	-7,633	39,25	-11,21
5,633	38,81	-6,134	39,29	-8,980
5,667	39,07	-4,362	39,31	-6,371
5,700	39,28	-2,389	39,35	-3,480
5,733	39,39	-0,281	39,39	-0,409
5,767	39,35	1,891	39,39	2,751
5,800	39,21	4,036	39,42	5,877
5,833	38,97	6,089	39,44	8,880
5,867	38,66	7,965	39,47	11,64
5,900	38,30	9,595	39,48	14,07
5,933	37,95	10,95	39,50	16,09
5,967	37,64	11,96	39,50	17,63
6,000	37,41	12,64	39,49	18,67
6,033	37,27	12,97	39,46	19,20
6,067	37,25	12,95	39,43	19,17
6,100	37,36	12,56	39,41	18,58
6,133	37,56	11,83	39,38	17,48
6,167	37,84	10,77	39,34	15,89
6,200	38,17	9,404	39,31	13,84
